0 0 -0.462938 -0.462938 0
1 -0.314073 0.0295634 0 0.0656529
2 -0.456978 -0.429344 0 -0.882511
3 -0.479731 -0.38387 0 -0.0601209
4 -0.152786 0.109452 0 0.118738
5 -0.0441134 0.489469 0 0.429301
6 -0.264774 -0.067365 0 0.589847
7 0.0197599 0.122385 0 -0.595857
8 -0.246918 0.707104 0 0.776153
9 0.29158 0.572849 0 0.406413
10 0.447065 0.608493 0 1.03256
11 0.461924 0.857042 0 0.689567
12 -0.319522 -0.17451 0 -0.157995
13 -0.888953 -1.12775 0 0.0442316
14 -1.19367 -0.918135 0 -0.0566028
15 -0.976385 -0.601592 0 -0.731075
16 -1.03054 -0.995511 0 -0.962156
17 -0.943729 -0.941174 0 -0.897695
18 -0.608607 -0.907675 0 -0.953796
19 -0.2811 -0.864792 0 -0.509782
20 0.196911 0.65409 0 0.671648
21 -0.137926 -0.208011 0 1.0471
22 -0.108376 -0.0408059 0 0.399971
23 -0.517491 -0.999606 0 -0.739335
24 -0.759771 -1.49162 0 -1.07757
25 -0.690124 -0.485981 0 -1.15542
26 -1.52556 -1.41056 0 -1.15051
27 -2.26915 -1.86103 0 -1.03397
28 -2.23761 -0.690124 0 -0.69524
29 -2.29245 -2.04445 0 -0.381513
30 -2.22115 -2.10044 0 -0.957382
31 -2.01212 -1.87398 0 -1.10944
32 -1.8507 -0.690124 0 -0.761909
33 -2.2362 -2.08355 0 -0.501331
34 -1.95668 -1.66274 0 -1.07567
35 -2.00525 -1.99991 0 -0.31481
36 -2.06332 -0.690124 0 -0.754605
37 -2.2648 -2.49469 0 -0.330192
38 -2.43011 -2.32593 0 -0.0405665
39 -2.0387 -1.85102 0 -0.896199
40 -2.0992 -0.690124 0 -0.701964
41 -1.98595 -1.4379 0 -0.862975
42 -1.51948 -1.62077 0 -0.557956
43 -1.48132 -1.4661 0 -0.569339
44 -1.58792 -0.690124 0 -0.669153
45 -1.87894 -2.28365 0 -0.893821
46 -1.76779 -1.37458 0 -1.53722
47 -2.40937 -2.33183 0 -0.707835
48 -2.79905 -0.690124 0 -0.695746
49 -2.41071 -2.19107 0 -0.597346
